date,time,game,stadium,note
05.01(금),17:00,NC1vs5LG,잠실,-
05.01(금),17:00,롯데10vs7SSG,문학,-
05.01(금),17:00,한화3vs4삼성,대구,-
05.01(금),17:00,KT4vs3KIA,광주,-
05.01(금),17:00,두산16vs6키움,고척,-
05.02(토),14:00,롯데7vs5SSG,문학,-
05.02(토),17:00,NC5vs13LG,잠실,-
05.02(토),17:00,한화13vs3삼성,대구,-
05.02(토),17:00,KT0vs6KIA,광주,-
05.02(토),17:00,두산2vs4키움,고척,-
05.03(일),14:00,NC10vs3LG,잠실,-
05.03(일),14:00,롯데5vs2SSG,문학,-
05.03(일),14:00,한화6vs7삼성,대구,-
05.03(일),14:00,KT6vs4KIA,광주,-
05.03(일),14:00,두산14vs3키움,고척,-
05.05(화),14:00,두산1vs2LG,잠실,-
05.05(화),14:00,NC7vs7SSG,문학,-
05.05(화),14:00,키움1vs11삼성,대구,-
05.05(화),14:00,롯데4vs5KT,수원,-
05.05(화),14:00,한화7vs12KIA,광주,-
05.06(수),18:30,두산1vs6LG,잠실,-
05.06(수),18:30,NC6vs7SSG,문학,-
05.06(수),18:30,키움1vs2삼성,대구,-
05.06(수),18:30,롯데8vs1KT,수원,-
05.06(수),18:30,한화7vs2KIA,광주,-
05.07(목),18:30,두산3vs2LG,잠실,-
05.07(목),18:30,NC10vs5SSG,문학,-
05.07(목),18:30,키움0vs6삼성,대구,-
05.07(목),18:30,롯데vsKT,수원,우천취소
05.07(목),18:30,한화11vs8KIA,광주,-
05.08(금),18:30,SSG0vs0두산,잠실,-
05.08(금),18:30,KIA0vs0롯데,사직,-
05.08(금),18:30,삼성0vs0NC,창원,-
05.08(금),18:30,KT0vs0키움,고척,-
05.08(금),18:30,LG0vs0한화,대전,-
05.09(토),14:00,LGvs한화,대전,-
05.09(토),17:00,SSGvs두산,잠실,-
05.09(토),17:00,KIAvs롯데,사직,-
05.09(토),17:00,삼성vsNC,창원,-
05.09(토),17:00,KTvs키움,고척,-
05.10(일),14:00,SSGvs두산,잠실,-
05.10(일),14:00,KIAvs롯데,사직,-
05.10(일),14:00,삼성vsNC,창원,-
05.10(일),14:00,KTvs키움,고척,-
05.10(일),14:00,LGvs한화,대전,-
05.12(화),18:30,삼성vsLG,잠실,-
05.12(화),18:30,NCvs롯데,사직,-
05.12(화),18:30,SSGvsKT,수원,-
05.12(화),18:30,두산vsKIA,광주,-
05.12(화),18:30,한화vs키움,고척,-
05.13(수),18:30,삼성vsLG,잠실,-
05.13(수),18:30,NCvs롯데,사직,-
05.13(수),18:30,SSGvsKT,수원,-
05.13(수),18:30,두산vsKIA,광주,-
05.13(수),18:30,한화vs키움,고척,-
05.14(목),18:30,삼성vsLG,잠실,-
05.14(목),18:30,NCvs롯데,사직,-
05.14(목),18:30,SSGvsKT,수원,-
05.14(목),18:30,두산vsKIA,광주,-
05.14(목),18:30,한화vs키움,고척,-
05.15(금),18:30,롯데vs두산,잠실,-
05.15(금),18:30,LGvsSSG,문학,-
05.15(금),18:30,KIAvs삼성,대구,-
05.15(금),18:30,키움vsNC,창원,-
05.15(금),18:30,한화vsKT,수원,-
05.16(토),14:00,한화vsKT,수원,-
05.16(토),17:00,롯데vs두산,잠실,-
05.16(토),17:00,LGvsSSG,문학,-
05.16(토),17:00,KIAvs삼성,대구,-
05.16(토),17:00,키움vsNC,창원,-
05.17(일),14:00,롯데vs두산,잠실,-
05.17(일),14:00,LGvsSSG,문학,-
05.17(일),14:00,KIAvs삼성,대구,-
05.17(일),14:00,키움vsNC,창원,-
05.17(일),14:00,한화vsKT,수원,-
05.19(화),18:30,NCvs두산,잠실,-
05.19(화),18:30,LGvsKIA,광주,-
05.19(화),18:30,SSGvs키움,고척,-
05.19(화),18:30,롯데vs한화,대전,-
05.19(화),18:30,KTvs삼성,포항,-
05.20(수),18:30,NCvs두산,잠실,-
05.20(수),18:30,LGvsKIA,광주,-
05.20(수),18:30,SSGvs키움,고척,-
05.20(수),18:30,롯데vs한화,대전,-
05.20(수),18:30,KTvs삼성,포항,-
05.21(목),18:30,NCvs두산,잠실,-
05.21(목),18:30,LGvsKIA,광주,-
05.21(목),18:30,SSGvs키움,고척,-
05.21(목),18:30,롯데vs한화,대전,-
05.21(목),18:30,KTvs삼성,포항,-
05.22(금),18:30,키움vsLG,잠실,-
05.22(금),18:30,삼성vs롯데,사직,-
05.22(금),18:30,NCvsKT,수원,-
05.22(금),18:30,SSGvsKIA,광주,-
05.22(금),18:30,두산vs한화,대전,-
05.23(토),14:00,키움vsLG,잠실,-
05.23(토),17:00,삼성vs롯데,사직,-
05.23(토),17:00,NCvsKT,수원,-
05.23(토),17:00,SSGvsKIA,광주,-
05.23(토),17:00,두산vs한화,대전,-
05.24(일),14:00,키움vsLG,잠실,-
05.24(일),14:00,삼성vs롯데,사직,-
05.24(일),14:00,NCvsKT,수원,-
05.24(일),14:00,SSGvsKIA,광주,-
05.24(일),14:00,두산vs한화,대전,-
05.26(화),18:30,KTvs두산,잠실,-
05.26(화),18:30,삼성vsSSG,문학,-
05.26(화),18:30,LGvs롯데,사직,-
05.26(화),18:30,한화vsNC,창원,-
05.26(화),18:30,KIAvs키움,고척,-
05.27(수),18:30,KTvs두산,잠실,-
05.27(수),18:30,삼성vsSSG,문학,-
05.27(수),18:30,LGvs롯데,사직,-
05.27(수),18:30,한화vsNC,창원,-
05.27(수),18:30,KIAvs키움,고척,-
05.28(목),18:30,KTvs두산,잠실,-
05.28(목),18:30,삼성vsSSG,문학,-
05.28(목),18:30,LGvs롯데,사직,-
05.28(목),18:30,한화vsNC,창원,-
05.28(목),18:30,KIAvs키움,고척,-
05.29(금),18:30,KIAvsLG,잠실,-
05.29(금),18:30,두산vs삼성,대구,-
05.29(금),18:30,롯데vsNC,창원,-
05.29(금),18:30,KTvs키움,고척,-
05.29(금),18:30,SSGvs한화,대전,-
05.30(토),17:00,KIAvsLG,잠실,-
05.30(토),17:00,두산vs삼성,대구,-
