date,time,game,stadium,note
03.28(토),14:00,KT11vs7LG,잠실,-
03.28(토),14:00,KIA6vs7SSG,문학,-
03.28(토),14:00,롯데6vs3삼성,대구,-
03.28(토),14:00,두산0vs6NC,창원,-
03.28(토),14:00,키움9vs10한화,대전,-
03.29(일),14:00,KT6vs5LG,잠실,-
03.29(일),14:00,KIA6vs11SSG,문학,-
03.29(일),14:00,롯데6vs2삼성,대구,-
03.29(일),14:00,두산9vs6NC,창원,-
03.29(일),14:00,키움4vs10한화,대전,-
03.31(화),18:30,KIA7vs2LG,잠실,-
03.31(화),18:30,키움3vs9SSG,문학,-
03.31(화),18:30,두산5vs5삼성,대구,-
03.31(화),18:30,롯데2vs9NC,창원,-
03.31(화),18:30,KT9vs4한화,대전,-
04.01(수),18:30,KIA2vs7LG,잠실,-
04.01(수),18:30,키움11vs2SSG,문학,-
04.01(수),18:30,두산3vs13삼성,대구,-
04.01(수),18:30,롯데4vs5NC,창원,-
04.01(수),18:30,KT14vs11한화,대전,-
04.02(목),18:30,KIA1vs2LG,잠실,-
04.02(목),18:30,키움1vs11SSG,문학,-
04.02(목),18:30,두산2vs5삼성,대구,-
04.02(목),18:30,롯데4vs8NC,창원,-
04.02(목),18:30,KT13vs8한화,대전,-
04.03(금),18:30,한화11vs6두산,잠실,-
04.03(금),18:30,SSG17vs2롯데,사직,-
04.03(금),18:30,삼성2vs1KT,수원,-
04.03(금),18:30,NC5vs2KIA,광주,-
04.03(금),18:30,LG2vs5키움,고척,-
04.04(토),14:00,한화9vs3두산,잠실,-
04.04(토),17:00,SSG7vs6롯데,사직,-
04.04(토),17:00,삼성8vs6KT,수원,-
04.04(토),17:00,NC6vs0KIA,광주,-
04.04(토),17:00,LG6vs4키움,고척,-
04.05(일),14:00,한화0vs8두산,잠실,-
04.05(일),14:00,SSG4vs3롯데,사직,-
04.05(일),14:00,삼성0vs2KT,수원,-
04.05(일),14:00,NC0vs3KIA,광주,-
04.05(일),14:00,LG6vs5키움,고척,-
04.07(화),18:30,키움5vs2두산,잠실,-
04.07(화),18:30,한화6vs2SSG,문학,-
04.07(화),18:30,KT7vs3롯데,사직,-
04.07(화),18:30,LG2vs0NC,창원,-
04.07(화),18:30,삼성10vs3KIA,광주,-
04.08(수),18:30,키움3vs7두산,잠실,-
04.08(수),18:30,한화4vs3SSG,문학,-
04.08(수),18:30,KT1vs6롯데,사직,-
04.08(수),18:30,LG5vs4NC,창원,-
04.08(수),18:30,삼성5vs15KIA,광주,-
04.09(목),18:30,키움vs두산,잠실,우천취소
04.09(목),18:30,한화vsSSG,문학,우천취소
04.09(목),18:30,KTvs롯데,사직,우천취소
04.09(목),18:30,LGvsNC,창원,우천취소
04.09(목),18:30,삼성vsKIA,광주,우천취소
04.10(금),18:30,SSG2vs10LG,잠실,-
04.10(금),18:30,NC5vs8삼성,대구,-
04.10(금),18:30,두산8vs7KT,수원,-
04.10(금),18:30,롯데3vs1키움,고척,-
04.10(금),18:30,KIA6vs5한화,대전,-
04.11(토),14:00,KIA6vs5한화,대전,-
04.11(토),17:00,SSG3vs4LG,잠실,-
04.11(토),17:00,NC4vs5삼성,대구,-
04.11(토),17:00,두산4vs6KT,수원,-
04.11(토),17:00,롯데3vs1키움,고척,-
04.12(일),14:00,SSG1vs9LG,잠실,-
04.12(일),14:00,NC3vs9삼성,대구,-
04.12(일),14:00,두산1vs6KT,수원,-
